uprn,lat,lon
10001311655,50.9221559,-1.3683297
10001311656,50.9221559,-1.3683297
10001311657,50.9221559,-1.3683297
10001311658,50.9221559,-1.3683297
10001311659,50.9221559,-1.3683297
10001311664,50.9177524,-1.385674
10001311665,50.9177524,-1.385674
10001311666,50.9177524,-1.385674
10001311667,50.9177524,-1.385674
10001311668,50.9177524,-1.385674
10001311669,50.9177524,-1.385674
10001311670,50.9177524,-1.385674
10001311671,50.9177524,-1.385674
10001311672,50.9177524,-1.385674
10001311673,50.9177524,-1.385674
10001311674,50.9177524,-1.385674
10001311675,50.9177524,-1.385674
10001311676,50.9177524,-1.385674
10001311677,50.9177524,-1.385674
10001311679,50.9177524,-1.385674
10001311700,50.9237428,-1.3851554
10001312050,50.9249059,-1.3797177
10001312051,50.9249059,-1.3797177
10001312052,50.9249059,-1.3797177
10001312053,50.9249059,-1.3797177
10001312054,50.9249059,-1.3797177
10001312055,50.9249059,-1.3797177
10001312056,50.9249059,-1.3797177
10001312057,50.9249059,-1.3797177
10001312058,50.9249059,-1.3797177
10001312059,50.9249059,-1.3797177
10001312060,50.9247349,-1.3796915
10001312061,50.9247349,-1.3796915
10001312062,50.9247349,-1.3796915
10001312063,50.9247349,-1.3796915
10001312064,50.9247349,-1.3796915
10001312065,50.9247349,-1.3796915
10001312066,50.9247349,-1.3796915
10001312067,50.9247349,-1.3796915
10001312068,50.9247349,-1.3796915
10001312069,50.9246094,-1.3797785
10001312070,50.9246094,-1.3797785
10001312071,50.9246094,-1.3797785
10001312072,50.9246094,-1.3797785
10001312073,50.9246094,-1.3797785
10001312074,50.9246094,-1.3797785
10001312075,50.9246094,-1.3797785
10001312076,50.9246094,-1.3797785
10001312077,50.9246383,-1.3801339
10001312078,50.9246383,-1.3801339
10001312079,50.9246383,-1.3801339
10001312080,50.9246383,-1.3801339
10001312081,50.9246383,-1.3801339
10001312082,50.9246383,-1.3801339
10001312083,50.9246383,-1.3801339
10001312084,50.9246383,-1.3801339
10001312085,50.9246383,-1.3801339
10001312086,50.9246383,-1.3801339
10001312087,50.9246399,-1.3804326
10001312088,50.9246399,-1.3804326
10001312089,50.9246399,-1.3804326
10001312090,50.9246399,-1.3804326
10001312091,50.9246399,-1.3804326
10001312092,50.9246399,-1.3804326
10001312093,50.9246399,-1.3804326
10001312094,50.9246399,-1.3804326
10001312095,50.9246399,-1.3804326
10001312096,50.9246399,-1.3804326
10001312110,50.9246244,-1.3808881
10001312111,50.9246244,-1.3808881
10001312112,50.9246244,-1.3808881
10001312113,50.9246244,-1.3808881
10001312114,50.9246244,-1.3808881
10001312115,50.9246244,-1.3808881
10001312116,50.9246244,-1.3808881
10001312155,50.923116,-1.3763126
10001312160,50.9228012,-1.3762884
