uprn,lat,lon
100060681850,50.9126497,-1.3664812
100060681851,50.9130371,-1.3666181
100060681852,50.9126863,-1.3666087
100060681853,50.913047,-1.3667887
100060681854,50.912678,-1.3667368
100060681855,50.9130658,-1.3669449
100060681856,50.9127057,-1.3668645
100060681857,50.9130757,-1.3671013
100060681858,50.9127244,-1.3669922
100060681859,50.9130945,-1.3672575
100060681860,50.912743,-1.3671058
100060681861,50.9131585,-1.3674558
100060681862,50.9128533,-1.3675452
100060681863,50.9132135,-1.3676399
100060681864,50.9129016,-1.3681705
100060681865,50.9130086,-1.3679983
100060681866,50.9132775,-1.3678382
100060681867,50.9127674,-1.3683003
100060681868,50.9133321,-1.3679513
100060681869,50.9126777,-1.36833
100060681870,50.9133867,-1.3680785
100060681871,50.9126332,-1.3684159
100060681872,50.9134057,-1.3682632
100060681873,50.9125163,-1.3684317
100060681874,50.9134875,-1.3684328
100060681875,50.9124897,-1.368489
100060681876,50.913526,-1.3688875
100060681877,50.9124004,-1.368604
100060681878,50.9133643,-1.3689181
100060681879,50.9123648,-1.3686756
100060681880,50.9131834,-1.3687214
100060681881,50.9122934,-1.3687761
100060681882,50.9131024,-1.3687083
100060681883,50.9130217,-1.368752
100060681884,50.912941,-1.3687958
100060681885,50.9128424,-1.368854
100060681886,50.9127885,-1.368869
100060681887,50.9126719,-1.3689275
100060681950,50.9104504,-1.3622439
100060681951,50.9104418,-1.3623151
100060681952,50.9104153,-1.3624008
100060681954,50.9103707,-1.3624583
100060681956,50.9103444,-1.3625867
100060681958,50.9103268,-1.362658
100060681960,50.9103182,-1.3627293
100060681962,50.9103096,-1.3628005
100060681964,50.9102833,-1.3629289
100060681966,50.9101513,-1.363457
100060681968,50.910098,-1.3635857
100060681970,50.9100893,-1.3636427
100060681972,50.9100718,-1.3637283
100060681974,50.9100542,-1.3637997
100060681976,50.9100101,-1.3639567
100060682533,50.9398361,-1.3886563
100060682534,50.9398863,-1.3862361
100060682535,50.9397452,-1.3884725
100060682536,50.9398858,-1.3861364
100060682537,50.939709,-1.3884303
100060682538,50.9398853,-1.3860368
100060682539,50.9396723,-1.3882742
100060682540,50.9398849,-1.3859656
100060682541,50.9396358,-1.3881893
100060682542,50.9398844,-1.385866
100060682543,50.9396171,-1.3880472
100060682544,50.939875,-1.385795
100060682545,50.9396166,-1.3879476
100060682546,50.9398834,-1.385681
100060682547,50.9396069,-1.3878196
100060682548,50.939883,-1.3855956
100060682549,50.9395975,-1.3877343
100060682550,50.9398734,-1.3854819
100060682551,50.9395969,-1.3876205
100060682552,50.9398731,-1.385425
100060682553,50.9395964,-1.3875351
100060682554,50.9398727,-1.3853538
100060682555,50.9395958,-1.3874212
100060682556,50.9398722,-1.3852684
100060682557,50.9395955,-1.3873501
100060682558,50.9398717,-1.3851688
100060682559,50.9395858,-1.3872221
100060682560,50.9398713,-1.3850976
100060682561,50.9395943,-1.3871366
100060682562,50.939862,-1.3850266
100060682563,50.9396027,-1.3870226
100060682564,50.9398617,-1.3849696
100060682565,50.9395931,-1.3868946
100060682566,50.9398608,-1.3848131
100060682567,50.9396105,-1.3867948
100060682568,50.9398694,-1.3847418
100060682569,50.9396101,-1.3867236
100060682570,50.9398689,-1.3846422
100060682571,50.9396185,-1.3865954
100060682572,50.9398595,-1.3845569
100060682573,50.9398589,-1.3844431
100060682574,50.9396263,-1.3863818
100060682575,50.9398495,-1.384372
100060682576,50.939626,-1.3863249
100060682577,50.9398668,-1.3842437
100060682578,50.9396253,-1.3861968
100060682579,50.9398754,-1.3841724
100060682580,50.9396249,-1.3861114
100060682581,50.9399199,-1.3840722
100060682582,50.9396152,-1.3859834
100060682583,50.9399195,-1.384001
100060682584,50.939615,-1.3859407
100060682585,50.9399638,-1.3838724
100060682586,50.9396145,-1.3858553
100060682587,50.9399815,-1.3838294
100060682588,50.9396052,-1.3857843
100060682590,50.9396046,-1.3856847
100060682592,50.9396133,-1.3856134
100060682594,50.9396037,-1.3855139
100060682596,50.9395944,-1.3854429
100060682598,50.939603,-1.3853716
100060682600,50.9395935,-1.3852863
100060682602,50.9395931,-1.3852009
100060682604,50.9396016,-1.3851154
100060682606,50.9396011,-1.3850158
100060682608,50.9395917,-1.3849305
100060682610,50.9395914,-1.3848878
100060682612,50.9395911,-1.3848167
100060682613,50.9395813,-1.3846745
100060682614,50.9396231,-1.3840761
100060682615,50.9396764,-1.3839473
100060682616,50.9396761,-1.3838904
100060682617,50.9396935,-1.3837763
100060682618,50.9397111,-1.3837191
100060682619,50.9397374,-1.3835765
100060682620,50.9397461,-1.3835336
100060682621,50.9397458,-1.3834625
100060682622,50.9397724,-1.3834052
100060682623,50.9398167,-1.3832765
100060682624,50.9398254,-1.3832195
100060682625,50.9398788,-1.3831191
100060682626,50.9398965,-1.383062
100060682627,50.939923,-1.382962
100060682628,50.9399406,-1.3828906
100060682629,50.9399848,-1.3827619
100060682721,50.9249825,-1.3738973
100060682722,50.9249821,-1.3738261
100060682723,50.9249901,-1.3736411
100060682724,50.9250077,-1.3735555
100060682725,50.9252629,-1.374019
100060682726,50.9252659,-1.3740237
100060682727,50.9250427,-1.3733842
100060682728,50.9252795,-1.373936
100060682729,50.9250515,-1.3733414
100060682730,50.9253416,-1.3737786
100060682731,50.9253413,-1.3737217
100060682732,50.925122,-1.3730702
100060682733,50.9253766,-1.3736074
100060682734,50.9251306,-1.3729989
100060682735,50.9253763,-1.3735505
100060682736,50.9251659,-1.3728704
100060682737,50.9254208,-1.3734503
100060682738,50.9251835,-1.372799
100060682739,50.9253484,-1.3733659
100060682740,50.9252005,-1.372628
100060682741,50.9255394,-1.3724665
100060682742,50.9252536,-1.3724708
100060682744,50.9255877,-1.3723341
100060682745,50.9252801,-1.3723708
100060682746,50.9255814,-1.3722707
100060682747,50.9252975,-1.372271
100060682748,50.9255958,-1.3721623
100060682749,50.9253061,-1.3721855
100060682750,50.9256103,-1.3721033
100060682751,50.9251972,-1.372002
100060682752,50.9256081,-1.3719857
100060682753,50.9252324,-1.3718593
100060682754,50.9256108,-1.371915
100060682755,50.925625,-1.3717948
100060682756,50.9252673,-1.3716738
100060682757,50.9256217,-1.3717242
100060682758,50.9252761,-1.371631
100060682759,50.92563,-1.371616
100060682760,50.9252753,-1.3714745
100060682761,50.9256281,-1.3715454
100060682762,50.9252837,-1.3713748
100060682763,50.9256335,-1.3714394
100060682764,50.9253012,-1.3712892
100060682765,50.9256376,-1.3713711
100060682766,50.9253006,-1.3711611
100060682767,50.9256459,-1.3712746
100060682768,50.9252999,-1.3710473
100060682769,50.9252996,-1.3709762
100060683130,50.9298041,-1.3859562
100060683131,50.9298135,-1.3860415
100060683252,50.9100226,-1.3712391
100060683253,50.9102399,-1.3715206
100060683255,50.9102134,-1.3716063
100060683257,50.9101508,-1.3716783
100060683259,50.9101152,-1.3717357
100060683261,50.9100616,-1.3718075
100060683263,50.9100259,-1.3718649
100060683809,50.927598,-1.3603443
100060683812,50.9275704,-1.3602309
100060683815,50.9275518,-1.3601173
100060683837,50.9269849,-1.360054
100060683839,50.92694,-1.3600688
100060683841,50.9268324,-1.3601272
100060683905,50.9313754,-1.3855086
100060683906,50.9316991,-1.3854901
100060683907,50.931439,-1.3856216
100060683908,50.9316545,-1.3855619
100060683909,50.9314482,-1.3856642
100060683910,50.9316728,-1.3856185
100060683911,50.9314574,-1.3857068
100060683912,50.9316913,-1.3857179
100060683913,50.9314758,-1.3857777
100060683914,50.9317096,-1.3857746
100060683915,50.9314852,-1.3858487
100060683916,50.9317279,-1.3858455
100060683917,50.9314854,-1.3858914
100060683918,50.9317372,-1.3859023
100060683919,50.9314857,-1.3859483
100060683920,50.9317375,-1.3859592
100060683921,50.9317558,-1.3860159
100060683922,50.9317742,-1.3860868
100060683923,50.9318015,-1.3861434
100060683924,50.9318649,-1.3862279
100060683925,50.9318649,-1.3862279
100060683926,50.9318741,-1.3862847
100060683927,50.9318741,-1.3862847
100060683928,50.9318925,-1.3863556
100060683929,50.9318925,-1.3863556
100060683930,50.9319108,-1.3864123
100060683931,50.9319108,-1.3864123
100060683932,50.9319201,-1.3864691
100060683933,50.9319201,-1.3864691
100060683934,50.9317705,-1.3870972
100060683935,50.9317888,-1.3871539
100060683936,50.9320129,-1.3870229
100060683937,50.9318071,-1.3872106
100060683938,50.9320223,-1.3870939
100060683939,50.9318164,-1.3872674
100060683940,50.9320226,-1.3871508
100060683941,50.9318348,-1.3873383
100060683942,50.9320499,-1.3872074
100060683943,50.931844,-1.3873951
100060683944,50.9320592,-1.3872642
100060683945,50.9318534,-1.3874661
100060683946,50.9320775,-1.3873209
100060683947,50.9318627,-1.3875229
100060683948,50.9321047,-1.3873774
100060684216,50.9336341,-1.3840984
100060684217,50.9339745,-1.383852
100060684218,50.9336526,-1.3841835
100060684219,50.9339838,-1.3839088
100060684220,50.9336617,-1.3842119
100060684221,50.9340022,-1.3839797
100060684222,50.9340022,-1.3839797
100060684223,50.9336892,-1.3843111
100060684224,50.9340205,-1.3840506
100060684225,50.9340205,-1.3840506
100060684226,50.9336984,-1.3843537
100060684227,50.9340298,-1.3841074
100060684228,50.9337349,-1.3844528
100060684229,50.9340481,-1.3841641
100060684230,50.9337441,-1.3844954
100060684231,50.9340846,-1.384249
100060684232,50.9338075,-1.38458
100060684233,50.9341028,-1.3842914
100060684234,50.9338168,-1.3846225
100060684235,50.9341212,-1.3843766
100060684236,50.9338084,-1.3847507
100060684237,50.9341306,-1.3844476
100060684238,50.9338177,-1.3847933
100060684239,50.9341489,-1.3845043
100060684240,50.9341489,-1.3845043
100060684241,50.9338811,-1.3848921
100060684242,50.9341581,-1.3845469
100060684243,50.9338903,-1.3849347
100060684244,50.9342126,-1.38466
100060684245,50.9339086,-1.3849913
100060684246,50.9342218,-1.3846883
100060684247,50.933954,-1.3850619
100060684248,50.9342224,-1.3848022
100060684249,50.9339998,-1.3852321
100060684250,50.9342317,-1.384859
100060684251,50.9340183,-1.3853172
100060684252,50.9342949,-1.3849151
100060684253,50.934019,-1.3854595
100060684254,50.9342951,-1.3849435
100060684255,50.9340554,-1.3855302
100060684256,50.9340554,-1.3855302
100060684257,50.9343046,-1.385043
100060684258,50.9340199,-1.385616
100060684259,50.9343046,-1.385043
100060684260,50.934083,-1.3856579
100060684261,50.9343231,-1.3851424
100060684262,50.9343231,-1.3851424
100060684263,50.9341014,-1.3857288
100060684264,50.9343594,-1.3852131
100060684265,50.9341197,-1.3857855
100060684266,50.9343509,-1.3852986
100060684267,50.93412,-1.3858566
100060684268,50.93412,-1.3858566
100060684269,50.9343602,-1.3853554
100060684270,50.9341296,-1.3859561
100060684271,50.9343964,-1.3853976
100060684272,50.9341707,-1.385989
100060684273,50.9341722,-1.3859913
100060684274,50.934424,-1.3855111
100060684275,50.934193,-1.3860549
100060684276,50.9344334,-1.3855964
100060684277,50.9344787,-1.3856669
100060684278,50.9342207,-1.3861826
100060684279,50.9342207,-1.3861826
100060684280,50.9345059,-1.3857092
100060684281,50.9342933,-1.3863098
100060684282,50.9345334,-1.3857943
100060684283,50.9345334,-1.3857943
100060684284,50.9343115,-1.3863522
100060684285,50.9343574,-1.3865224
100060684286,50.9344032,-1.3866783
100060684287,50.9345431,-1.3859365
100060684288,50.9344309,-1.3868203
100060684289,50.9345613,-1.3859789
100060684290,50.9344583,-1.3869053
100060684291,50.9345708,-1.3860642
100060684292,50.9345043,-1.3871039
100060684293,50.9345979,-1.3860923
100060684294,50.9345228,-1.3871891
100060684295,50.9345895,-1.3862062
100060684296,50.9345596,-1.3873451
100060684297,50.9345988,-1.386263
100060684298,50.9345871,-1.3874444
100060684299,50.9346171,-1.3863197
100060684300,50.9346237,-1.387572
100060684301,50.9346444,-1.3863763
100060684302,50.9346512,-1.3876713
100060684303,50.9346537,-1.3864473
100060684304,50.9346971,-1.3878414
100060684305,50.9346811,-1.3865181
100060684306,50.9347065,-1.3879267
100060684307,50.9346993,-1.3865606
100060684308,50.9347523,-1.3880826
100060684309,50.9347177,-1.3866457
100060684310,50.9347706,-1.3881535
100060684311,50.9347359,-1.3866882
100060684312,50.9348164,-1.3883095
100060684313,50.9347634,-1.3867874
100060684314,50.9348531,-1.3884513
100060684315,50.9347818,-1.3868583
100060684316,50.934899,-1.3886215
100060684317,50.9348002,-1.3869293
100060684318,50.9349174,-1.3887066
100060684319,50.9349634,-1.388891
100060684320,50.9348365,-1.3869999
100060684321,50.9349908,-1.3889761
100060684322,50.9348459,-1.387071
100060684323,50.9350826,-1.3893449
100060684324,50.9348643,-1.3871561
100060684325,50.9351099,-1.3894014
100060684326,50.9348825,-1.3871986
100060684327,50.9351561,-1.3896428
100060684328,50.9349099,-1.3872836
100060684329,50.9351836,-1.3897278
100060684330,50.9349192,-1.3873262
100060684331,50.9352384,-1.3898979
100060684332,50.9349646,-1.3874252
100060684333,50.9352658,-1.3899829
100060684334,50.9349829,-1.3874819
100060684335,50.9349829,-1.3874819
100060684337,50.9349838,-1.3876526
100060684339,50.934993,-1.3876952
100060684342,50.9350475,-1.3877941
100060684344,50.9350478,-1.387851
100060684346,50.9350483,-1.3879364
100060684348,50.9350935,-1.3879785
100060684350,50.9351119,-1.3880637
100060684352,50.9351301,-1.3881061
100060684356,50.9351753,-1.3881482
100060684359,50.9351853,-1.3883473
100060684361,50.9351946,-1.3884041
100060684364,50.9352403,-1.3885459
100060684365,50.9352403,-1.3885459
100060684367,50.9352409,-1.3886597
100060684369,50.9352593,-1.3887306
100060684371,50.9353046,-1.3888012
100060684375,50.9354329,-1.3892549
100060684377,50.9354511,-1.3892974
100060684380,50.935461,-1.389468
100060684433,50.9346641,-1.3665517
100060684434,50.9350896,-1.3654216
100060684435,50.9352191,-1.3660887
100060684436,50.935071,-1.365308
100060684437,50.9352814,-1.365974
100060684438,50.9350792,-1.3651656
100060684439,50.9353348,-1.3658594
100060684440,50.9350515,-1.3650379
100060684441,50.9354059,-1.3657019
100060684442,50.9350329,-1.3649243
100060684443,50.935394,-1.3651755
100060684444,50.9354143,-1.3656022
100060684445,50.9350144,-1.3648249
100060684446,50.9349869,-1.3647256
100060684447,50.9353936,-1.3651043
100060684448,50.9349503,-1.3646123
100060684449,50.9353656,-1.3649197
100060684450,50.9348868,-1.3645135
100060684451,50.9353563,-1.3648487
100060684452,50.9348686,-1.3644711
100060684453,50.9353194,-1.3646926
100060684454,50.9348045,-1.3642585
100060684455,50.9352919,-1.3645934
100060684456,50.9347591,-1.3641879
100060684457,50.9352283,-1.3644662
100060684458,50.9346684,-1.3640326
100060684459,50.9351645,-1.3643105
100060684460,50.934632,-1.363962
100060684461,50.9351456,-1.36414
100060684462,50.9345681,-1.3637921
100060684463,50.934973,-1.3638292
100060684464,50.9345318,-1.3637214
100060684465,50.9348916,-1.363745
100060684466,50.9344409,-1.3635519
100060684467,50.9348553,-1.3636743
100060684468,50.9344045,-1.363467
100060684469,50.9348007,-1.3635612
100060684470,50.9343498,-1.3633254
100060684471,50.9347553,-1.3634764
100060684472,50.9343135,-1.363269
100060684473,50.9347367,-1.3633628
100060684474,50.9342408,-1.3631277
100060684475,50.9345547,-1.3629811
100060684476,50.9342044,-1.363057
100060684477,50.9344821,-1.362854
100060684478,50.934105,-1.362973
100060684479,50.9344458,-1.3627975
100060684480,50.9340598,-1.3629167
100060684481,50.9343912,-1.3626844
100060684482,50.9339604,-1.3628326
100060684483,50.934382,-1.3626419
100060684484,50.933834,-1.3627348
100060684485,50.9343541,-1.3624715
100060684486,50.9337257,-1.3626793
100060684487,50.9338484,-1.3620799
100060684488,50.9337856,-1.3621092
100060684489,50.9337408,-1.3621383
100060684490,50.9336871,-1.3621817
100060684491,50.933606,-1.3621544
100060684492,50.9335611,-1.3621692
100060684493,50.9335164,-1.3622126
100060684494,50.9334627,-1.3622702
100060684495,50.933418,-1.3623135
100060684496,50.9332926,-1.3624006
100060684497,50.9256525,-1.3630745
100060684498,50.9254437,-1.3627075
100060684499,50.9257059,-1.3629742
100060684500,50.9254613,-1.3626503
100060684501,50.9257503,-1.362874
100060684502,50.9254875,-1.3624934
100060684503,50.9257768,-1.362774
100060684504,50.9255409,-1.3623931
100060684505,50.9258123,-1.3626882
100060684506,50.9255853,-1.3622929
100060684507,50.9258478,-1.3626023
100060684508,50.9256298,-1.3622069
100060684509,50.9259012,-1.362502
100060684510,50.9256743,-1.3621209
100060684511,50.9259366,-1.3624019
100060684512,50.9257187,-1.3620207
100060684513,50.9259811,-1.3623159
100060684514,50.9257631,-1.3619205
100060684515,50.9260165,-1.3622158
100060684516,50.9258165,-1.3618202
100060684517,50.9258609,-1.36172
100060684518,50.9107688,-1.3712148
100060684519,50.9107782,-1.3712858
100060684520,50.9107786,-1.3713569
100060684521,50.910779,-1.3714423
100060684522,50.9107793,-1.3714849
100060684523,50.9109577,-1.3712265
100060684524,50.9110026,-1.3712117
100060684525,50.9110386,-1.3712112
100060684526,50.9110924,-1.3711962
100060684527,50.9111551,-1.3711385
100060684528,50.9112091,-1.371152
100060684529,50.911245,-1.3711373
100060684530,50.9112989,-1.3711366
100060684531,50.911362,-1.3711499
100060684532,50.9114158,-1.371135
100060684533,50.9114608,-1.3711344
100060684534,50.9114967,-1.3711197
100060684535,50.9115685,-1.3710903
100060684536,50.9116134,-1.3710754
100060684537,50.9116673,-1.3710747
100060684538,50.9117123,-1.3710741
100060684539,50.911771,-1.370291
100060684540,50.911726,-1.3702916
100060684541,50.9116721,-1.3702923
100060684542,50.9116362,-1.370307
100060684543,50.9115733,-1.3703221
100060684544,50.9115283,-1.3703085
100060684545,50.9114924,-1.3703232
100060684546,50.9112695,-1.3706818
100060684547,50.9112156,-1.3706967
100060684548,50.9111618,-1.3707117
100060684549,50.9111078,-1.3707124
100060684669,50.939816,-1.3730573
100060684670,50.9398522,-1.3730995
100060684671,50.9398976,-1.3731843
100060684672,50.939925,-1.3732551
100060684961,50.9129475,-1.360076
100060684963,50.9129662,-1.3602038
100060684965,50.9129667,-1.3602891
100060684967,50.9129763,-1.3604028
100060684969,50.9130319,-1.3607008
100060684971,50.9129241,-1.3607307
100060684974,50.9126939,-1.3613882
100060684976,50.9129067,-1.3624806
100060684978,50.9129701,-1.362565
100060684980,50.9130337,-1.3626922
100060684981,50.9132804,-1.3600999
100060684982,50.913061,-1.3627487
100060684983,50.9132811,-1.3602279
100060684984,50.9131426,-1.3628614
100060684985,50.9132907,-1.3603416
100060684986,50.9132062,-1.3629886
100060684987,50.9132912,-1.3604412
100060684988,50.9132606,-1.3630589
100060684989,50.913301,-1.3605833
100060684990,50.913315,-1.3631578
100060684991,50.9133198,-1.3607253
100060684992,50.9133875,-1.3632563
100060684993,50.9133026,-1.360882
100060684994,50.9134239,-1.363327
100060684995,50.9132674,-1.3610105
100060684996,50.913187,-1.3611112
100060684997,50.9131245,-1.3611974
100060684998,50.9130352,-1.3613124
100060684999,50.9129919,-1.3616117
100060685331,50.9222654,-1.3736492
100060685332,50.9221689,-1.3741058
100060685333,50.9221664,-1.3736364
100060685334,50.922133,-1.3741063
100060685335,50.9220314,-1.3736239
100060685336,50.922034,-1.3741076
100060685337,50.9220045,-1.3736243
100060685338,50.9219892,-1.3741225
100060685339,50.9218969,-1.3736969
100060685340,50.9218994,-1.3741521
100060685341,50.921825,-1.3736978
100060685342,50.9218365,-1.3741672
100060685343,50.9217264,-1.3737561
100060685344,50.9217647,-1.3741824
100060685345,50.9216906,-1.373785
100060685346,50.9216009,-1.3738289
100060685347,50.9213341,-1.3743873
100060685348,50.9212505,-1.3738905
100060685349,50.9210196,-1.37442
100060685350,50.9210196,-1.37442
100060685351,50.921008,-1.3739364
100060685352,50.920921,-1.3744782
100060685353,50.9209181,-1.3739519
100060685354,50.920804,-1.3744656
100060685355,50.9208732,-1.3739667
100060685356,50.9207149,-1.3746233
100060685357,50.9208015,-1.3739961
100060685358,50.9206247,-1.3745676
100060685359,50.9207114,-1.3739689
100060685360,50.9205347,-1.3745546
100060685361,50.9206308,-1.3740269
100060685362,50.9204538,-1.3745556
100060685363,50.9205499,-1.3740422
100060685364,50.9203823,-1.374642
100060685365,50.9204152,-1.3740724
100060685366,50.9202474,-1.3746438
100060685367,50.9203881,-1.3740586
100060685368,50.9202114,-1.3746443
100060685369,50.9202622,-1.3740603
100060685370,50.9201307,-1.3746738
100060685371,50.9202174,-1.3740751
100060685372,50.9200497,-1.3746749
100060685373,50.9201371,-1.3742042
100060685374,50.9199781,-1.3747327
100060685375,50.9200558,-1.3741342
100060685376,50.9198881,-1.3747197
100060685377,50.9199753,-1.3742206
100060685378,50.9198258,-1.3748344
100060685379,50.9198587,-1.3742649
100060685380,50.9197632,-1.3749063
100060685381,50.9198317,-1.3742652
100060685382,50.919628,-1.374837
100060685383,50.9197327,-1.3742523
100060685384,50.9196519,-1.3742676
100060685386,50.9195627,-1.3744111
100060685387,50.9194639,-1.3744266
100060685388,50.9193227,-1.3749265
100060685389,50.91941,-1.3744416
100060685390,50.9192153,-1.3750275
100060685391,50.9192843,-1.3744717
100060685392,50.9192477,-1.3743584
100060685393,50.919249,-1.3744761
100060685394,50.9190893,-1.3750007
100060685395,50.9191226,-1.3745166
100060685396,50.9190177,-1.3750586
100060685397,50.9190868,-1.3745313
100060685398,50.9188918,-1.3750745
100060685399,50.9188918,-1.3750745
100060685400,50.918847,-1.3751036
100060685401,50.9187844,-1.3751613
100060685403,50.9185927,-1.3746233
100060685404,50.9185113,-1.374539
100060685405,50.918425,-1.375223
100060685406,50.9183894,-1.3752804
100060685411,50.9224627,-1.373547
100060685412,50.9224986,-1.3735465
100060685413,50.922382,-1.3735908
100060685414,50.922328,-1.3735773
100060685613,50.9383681,-1.3899565
100060685615,50.9384118,-1.389714
100060685616,50.9384018,-1.3895148
100060685617,50.9384538,-1.3888188
100060685618,50.938452,-1.3887552
100060685619,50.9384487,-1.388694
100060685620,50.9384454,-1.3886329
100060685621,50.9382973,-1.3884488
100060685623,50.9382969,-1.3883634
100060685625,50.9382962,-1.3882353
100060685627,50.9382867,-1.3881501
100060685629,50.9383668,-1.3879782
100060685631,50.9383663,-1.3878786
100060685633,50.9383651,-1.3876651
100060685635,50.9383558,-1.3875941
100060685637,50.9383363,-1.3873239
100060685640,50.9383226,-1.3864275
100060685642,50.9383309,-1.3862993
100060685644,50.9383214,-1.3861997
100060685646,50.93833,-1.3861142
100060685648,50.9383294,-1.3860146
100060685650,50.9383018,-1.3858869
100060685652,50.9383102,-1.3857729
100060685654,50.9382667,-1.3856155
100060685656,50.9382861,-1.3854635
100060685658,50.9382283,-1.3853736
100060685664,50.938224,-1.3847778
100060685666,50.9382503,-1.3846636
100060685670,50.9383266,-1.3837802
100060685671,50.9383266,-1.3837802
100060685673,50.9383698,-1.3834522
100060685675,50.9384051,-1.3833237
100060685677,50.9384312,-1.3831525
100060685684,50.9386252,-1.3824383
100060685686,50.9386697,-1.3823524
100060685688,50.9387053,-1.3822807
100060685689,50.9387457,-1.3899373
100060685690,50.9387406,-1.3821522
100060685691,50.9387453,-1.3898519
100060685692,50.9387582,-1.3820808
100060685693,50.9387535,-1.3897095
100060685694,50.9388025,-1.3819521
100060685695,50.9387532,-1.3896526
100060685696,50.9388376,-1.3817951
100060685697,50.9387706,-1.3895242
100060685698,50.9388639,-1.3816666
100060685699,50.93877,-1.3894246
100060685700,50.9388904,-1.3815666
100060685701,50.9387783,-1.3892822
100060685702,50.9388809,-1.3814814
100060685703,50.9387689,-1.3892112
100060685704,50.9388985,-1.38141
100060685705,50.9387863,-1.3890971
100060685706,50.938925,-1.38131
100060685707,50.9387948,-1.3889973
100060685708,50.9389337,-1.3812529
100060685709,50.9387851,-1.3888694
100060685710,50.938951,-1.3811389
100060685711,50.9387668,-1.3887984
100060685712,50.9389597,-1.3810818
100060685713,50.9387749,-1.3886418
100060685714,50.9387655,-1.3885565
100060685715,50.938774,-1.3884568
100060685716,50.9387554,-1.3883574
100060685717,50.9387548,-1.3882293
100060685718,50.9387633,-1.3881438
100060685719,50.9387651,-1.3867774
100060685720,50.9386737,-1.386494
100060685721,50.9386642,-1.3863945
100060685722,50.9386725,-1.3862663
100060685723,50.938672,-1.3861809
100060685724,50.9386714,-1.386067
100060685725,50.938671,-1.3859817
100060685726,50.9386614,-1.3858679
100060685727,50.93867,-1.3857966
100060685728,50.9386784,-1.3856827
100060685729,50.938669,-1.3855974
100060685730,50.9386593,-1.3854694
100060685731,50.9386499,-1.3853984
100060685732,50.9386492,-1.3852703
100060685733,50.9386399,-1.3851993
100060685734,50.9386213,-1.3850857
100060685735,50.938612,-1.3850288
100060685736,50.9386202,-1.3848864
100060685737,50.9386199,-1.3848153
100060685738,50.9386431,-1.3841176
100060685739,50.9386428,-1.3840464
100060685740,50.9386512,-1.3839467
100060685741,50.9386597,-1.3838469
100060685742,50.9386772,-1.3837613
100060685743,50.9386858,-1.38369
100060685744,50.9387121,-1.3835616
100060685745,50.9387207,-1.3834761
100060685746,50.9387471,-1.3833761
100060685747,50.9387557,-1.3832906
100060685748,50.9387909,-1.383162
100060685749,50.9388086,-1.3831048
100060685750,50.938835,-1.3829906
100060685751,50.9388526,-1.3829192
100060685752,50.9388971,-1.3828333
100060685753,50.9389236,-1.3827475
100060685754,50.9389412,-1.3826761
100060685755,50.9389589,-1.3826189
100060685756,50.9390032,-1.3824903
100060685757,50.9390209,-1.3824331
100060685758,50.9390564,-1.3823472
100060685759,50.9390831,-1.3822899
100060685760,50.9391095,-1.38219
100060685761,50.9391361,-1.3821185
100060685762,50.9391715,-1.3820041
100060685763,50.939198,-1.3819184
100060685764,50.9392334,-1.381804
100060685765,50.9392419,-1.3817185
100060685766,50.9392773,-1.3816184
100060685767,50.9392949,-1.3815328
100060685768,50.9393122,-1.3814187
100060685769,50.9393298,-1.3813331
100060685770,50.9393471,-1.381219
100060685771,50.9393648,-1.3811476
100060685772,50.9393731,-1.3810194
100060685773,50.9393997,-1.3809479
100060685774,50.939408,-1.3808197
100060685775,50.9394256,-1.3807483
100060685776,50.939443,-1.3806342
100060685777,50.9394605,-1.3805485
100060685778,50.9394688,-1.3804203
100060685779,50.9394774,-1.380349
100060686175,50.9244381,-1.3720296
100060686176,50.9244392,-1.371959
100060686177,50.9244403,-1.3718931
100060686178,50.9244459,-1.3718249
100060686179,50.9244441,-1.3717566
100060686180,50.9246218,-1.3719025
100060686181,50.9246783,-1.3718993
100060686182,50.9247467,-1.3719008
100060686183,50.9248136,-1.3719046
100060686184,50.9248852,-1.3719271
100060686185,50.9248972,-1.3714085
100060686186,50.9248557,-1.3714241
100060686187,50.9248124,-1.3714035
100060686188,50.9247679,-1.3714182
100060686189,50.9247261,-1.3714022
100060686190,50.9244115,-1.3714983
100060686191,50.9244081,-1.3714302
100060686192,50.9244107,-1.3713594
100060686193,50.9244148,-1.3712912
100060686194,50.9244278,-1.3712251
100060687492,50.9115325,-1.3627838
100060687493,50.9117426,-1.3630836
100060687494,50.911595,-1.3626976
100060687495,50.9118304,-1.3629931
100060687496,50.9116485,-1.3626258
100060687497,50.9118748,-1.3628929
100060687498,50.9117018,-1.3625112
100060687499,50.9119462,-1.3627924
100060687500,50.9117462,-1.3623968
100060687501,50.9119907,-1.3627064
100060687502,50.9117364,-1.3622547
100060687503,50.9120169,-1.3625638
100060687504,50.9117443,-1.3620555
100060687505,50.9120342,-1.3624356
100060687506,50.9117527,-1.3619416
100060687507,50.9120245,-1.3623219
100060687508,50.9118063,-1.3618697
100060687509,50.9120239,-1.3621939
100060687510,50.9118326,-1.3617556
100060687511,50.9120682,-1.3620795
100060687512,50.9118769,-1.3616269
100060687513,50.9121035,-1.361951
100060687514,50.9119213,-1.3615268
100060687515,50.9121479,-1.3618508
100060687516,50.9119749,-1.3614691
100060687517,50.9121925,-1.3617933
100060687518,50.9120283,-1.3613546
